Level,Angle,Score,State,Pigs,
2,0.008726646259971648,10630,PLAYING,509.5,318.0,548.0,318.0,589.0,318.0,
2,0.017453292519943295,0,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.026179938779914945,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.03490658503988659,0,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.04363323129985824,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.05235987755982988,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.06108652381980153,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.06981317007977318,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.07853981633974483,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.08726646259971647,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.09599310885968812,0,PLAYING,652.0,296.0,509.0,317.5,548.0,317.5,589.5,318.0,
2,0.10471975511965977,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.11344640137963141,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.12217304763960306,0,PLAYING,652.0,296.0,509.0,317.5,548.0,318.0,589.5,318.0,
2,0.1308996938995747,0,PLAYING,652.0,296.0,509.5,318.0,548.0,317.5,589.5,318.0,
2,0.13962634015954636,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.0,318.0,
2,0.14835298641951802,0,PLAYING,652.0,296.0,509.0,317.5,548.0,318.0,589.5,318.0,
2,0.15707963267948968,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.16580627893946134,0,PLAYING,652.0,296.0,509.0,317.5,548.0,318.0,589.5,318.0,
2,0.174532925199433,0,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.18325957145940466,15840,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.19198621771937632,10660,PLAYING,652.0,296.0,509.0,317.5,548.0,318.0,589.5,318.0,
2,0.20071286397934798,10720,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.20943951023931964,16270,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.2181661564992913,16200,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.22689280275926296,61570,WON,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.23561944901923462,6050,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.24434609527920628,6050,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.2530727415391779,6040,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.2617993877991496,6040,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.27052603405912123,6060,PLAYING,652.0,295.0,509.0,317.5,548.0,318.0,589.5,318.0,
2,0.2792526803190929,6050,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.28797932657906455,11100,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.2967059728390362,16220,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.3054326190990079,11170,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.31415926535897953,16430,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.3228859116189512,11080,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.33161255787892285,62770,WON,652.0,296.0,509.0,317.5,548.0,317.5,589.0,318.0,
2,0.3403392041388945,16140,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.3490658503988662,11180,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.35779249665883783,16310,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.3665191429188095,11080,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.37524578917878115,16950,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.3839724354387528,11080,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.3926990816987245,11170,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.40142572795869613,12040,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.4101523742186678,11400,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.41887902047863945,10910,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.4276056667386111,11160,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.43633231299858277,6180,PLAYING,652.0,296.0,509.5,318.0,548.0,317.5,589.5,318.0,
2,0.44505895925855443,6210,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.0,318.0,
2,0.4537856055185261,6300,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.46251225177849775,6320,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.4712388980384694,7180,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.47996554429844107,6200,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.48869219055841273,11180,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.4974188368183844,11390,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.506145483078356,6460,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.5148721293383277,11300,PLAYING,652.0,296.0,509.0,317.5,548.0,318.0,589.5,318.0,
2,0.5235987755982994,6180,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.0,318.0,
2,0.532325421858271,6040,PLAYING,652.0,295.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.5410520681182427,6040,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.5497787143782144,6040,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.558505360638186,20580,WON,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.5672320068981577,10800,PLAYING,652.0,296.0,509.5,318.0,548.0,317.5,589.5,318.0,
2,0.5759586531581293,5690,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.584685299418101,15420,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.5934119456780726,15380,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6021385919380443,20770,WON,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.610865238198016,60500,WON,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6195918844579876,15640,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6283185307179593,10610,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.637045176977931,20890,WON,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6457718232379026,15500,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6544984694978743,15700,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6632251157578459,15700,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6719517620178176,15650,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6806784082777892,6160,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.6894050545377609,6150,PLAYING,652.0,295.0,509.5,318.0,548.0,317.5,589.5,318.0,
2,0.6981317007977326,15660,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.7068583470577042,15720,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.0,318.0,
2,0.7155849933176759,5590,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.7243116395776475,15690,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.7330382858376192,10570,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.7417649320975909,15760,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.7504915783575625,15920,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
2,0.7592182246175342,10740,PLAYING,652.0,296.0,509.5,318.0,548.0,318.0,589.5,318.0,
