Level,ShotNum,Angle,TapTime,BirdType,ImageNmae,Score,State,Pigs,Obstacle,
1,1,0.0,1000,RedBird,screenshot_level1_05143203138.png,0,PLAYING,544.0,295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,545.5,244.0,Wood,545.5,229.0,Wood,545.0,253.0,Wood,532.5,281.0,Wood,557.0,281.0,Wood,544.5,302.5,Wood,543.0,310.5,Wood,566.5,340.0,Wood,520.0,340.0,Wood,543.5,328.5,Wood,596.0,358.5,Wood,491.5,359.5,Wood,812.0,362.0,Wood,543.5,361.5,Wood,819.5,397.5,Wood,800.5,400.5,Wood,816.5,448.0,Ice,804.5,113.5,Ice,657.0,103.5,Ice,553.0,345.5,Ice,535.5,346.0,
1,2,0.0,1000,RedBird,screenshot_level1_05143203222.png,0,PLAYING,542.5,295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,3,0.0,1000,RedBird,screenshot_level1_05143203304.png,0,screenshot_level1_05143203304LOSTorWIN.png,LOST,542.5,295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,1,0.008726646259971648,1000,RedBird,screenshot_level1_05143203338.png,0,PLAYING,542.5,295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,2,0.008726646259971648,1000,RedBird,screenshot_level1_05143203432.png,0,PLAYING,542.5,295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,3,0.028254066447846858,1000,RedBird,screenshot_level1_05143203518.png,0,screenshot_level1_05143203518LOSTorWIN.png,LOST,543.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,1,0.017453292519943295,1000,RedBird,screenshot_level1_05143203554.png,0,PLAYING,543.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,2,0.017453292519943295,1000,RedBird,screenshot_level1_05143203632.png,0,PLAYING,543.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,3,0.2703260619648976,1000,RedBird,screenshot_level1_05143203714.png,11240,screenshot_level1_05143203714LOSTorWIN.png,WON,543.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,1,0.026179938779914945,1000,RedBird,screenshot_level1_05143203806.png,0,PLAYING,543.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
1,2,0.46942461854985834,1000,RedBird,screenshot_level1_05143203843.png,19360,screenshot_level1_05143203843LOSTorWIN.png,WON,543.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,546.0,244.0,Wood,545.5,230.5,Wood,545.0,253.5,Wood,532.5,282.0,Wood,557.0,281.0,Wood,544.5,304.0,Wood,543.5,311.0,Wood,520.0,340.0,Wood,544.0,329.0,Wood,566.0,340.0,Wood,491.0,359.5,Wood,595.0,359.5,Wood,543.5,362.0,Ice,535.0,346.0,Ice,552.5,346.0,
