Level,Angle,Score,State,Pigs,
3,0.008726646259971648,0,PLAYING,609.5,379.0,624.5,378.5,
3,0.017453292519943295,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.026179938779914945,120,PLAYING,609.5,379.0,624.0,379.0,
3,0.03490658503988659,0,PLAYING,609.5,379.0,624.0,378.5,
3,0.04363323129985824,120,PLAYING,609.5,379.0,624.0,379.0,
3,0.05235987755982988,10620,WON,609.5,379.0,624.0,379.0,
3,0.06108652381980153,5280,PLAYING,609.5,379.0,624.0,379.0,
3,0.06981317007977318,5240,PLAYING,609.5,379.0,624.0,379.0,
3,0.07853981633974483,10240,WON,609.5,379.0,624.0,379.0,
3,0.08726646259971647,40220,WON,609.5,379.0,624.0,379.0,
3,0.09599310885968812,40230,WON,609.5,379.0,624.0,379.0,
3,0.10471975511965977,40080,WON,609.5,379.0,624.0,378.5,
3,0.11344640137963141,40080,WON,609.5,379.0,624.0,379.0,
3,0.12217304763960306,40080,WON,609.5,379.0,624.0,378.5,
3,0.1308996938995747,5040,PLAYING,609.5,379.0,624.0,379.0,
3,0.13962634015954636,40080,WON,609.5,379.0,624.0,379.0,
3,0.14835298641951802,40100,WON,609.5,379.0,624.0,379.0,
3,0.15707963267948968,40180,WON,609.5,379.0,624.0,379.0,
3,0.16580627893946134,5040,PLAYING,609.5,379.0,624.0,379.0,
3,0.174532925199433,5080,PLAYING,609.5,379.0,624.0,379.0,
3,0.18325957145940466,40400,WON,609.5,379.0,624.0,379.0,
3,0.19198621771937632,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.20071286397934798,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.20943951023931964,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.2181661564992913,0,PLAYING,609.5,379.0,624.0,378.5,
3,0.22689280275926296,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.23561944901923462,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.24434609527920628,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.2530727415391779,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.2617993877991496,0,PLAYING,609.5,378.5,624.0,378.5,
3,0.27052603405912123,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.2792526803190929,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.28797932657906455,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.2967059728390362,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.3054326190990079,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.31415926535897953,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.3228859116189512,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.33161255787892285,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.3403392041388945,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.3490658503988662,0,PLAYING,609.5,379.0,624.0,379.0,
3,0.35779249665883783,42010,WON,609.5,379.0,624.0,379.0,
3,0.3665191429188095,41980,WON,609.5,379.0,624.0,379.0,
3,0.37524578917878115,6730,PLAYING,609.5,379.0,624.0,379.0,
3,0.3839724354387528,11890,WON,609.5,379.0,624.0,379.0,
3,0.3926990816987245,41880,WON,609.5,379.0,624.0,379.0,
3,0.40142572795869613,41930,WON,609.5,378.5,624.0,379.0,
3,0.4101523742186678,41920,WON,609.5,379.0,624.0,378.5,
